Service,Rake Num,Start Station,Start Time,End Station,End Time,Direction,service time,Same Jurisdiction,Step Back Rake,Step Back Location,mergedRakeNum1,mergedRakeNum2
127,704,KKDA UP,11:00,PVGW UP,12:06,UP,66,no,No StepBack,No StepBack,596,597
685,701,MUPR,11:01,KKDA UP,11:17,UP,16,yes,No StepBack,No StepBack,647,None
128,743,KKDA UP,11:04,PVGW UP,12:10,UP,66,no,No StepBack,No StepBack,609,610
686,728,KKDA DN,11:04,MUPR,11:19,DN,15,yes,No StepBack,No StepBack,707,None
687,726,MUPR,11:05,KKDA UP,11:21,UP,16,yes,No StepBack,No StepBack,661,None
433,732,PVGW UP,11:05,PVGW DN,11:40,UP,35,yes,No StepBack,No StepBack,428,958
129,713,PVGW DN,11:05,KKDA DN,12:10,DN,65,no,No StepBack,No StepBack,879,880
130,724,KKDA UP,11:08,PVGW UP,12:15,UP,67,no,No StepBack,No StepBack,624,625
688,720,KKDA DN,11:08,MUPR,11:24,DN,16,yes,No StepBack,No StepBack,721,None
434,702,PVGW UP,11:10,PVGW DN,11:47,UP,37,yes,No StepBack,No StepBack,442,972
131,740,PVGW DN,11:10,KKDA DN,12:16,DN,66,no,No StepBack,No StepBack,893,894
689,710,MUPR,11:10,KKDA UP,11:25,UP,15,yes,No StepBack,No StepBack,671,None
132,744,KKDA UP,11:12,PVGW UP,12:19,UP,67,no,No StepBack,No StepBack,633,634
691,727,MUPR,11:14,KKDA UP,11:29,UP,15,yes,No StepBack,No StepBack,685,None
690,730,KKDA DN,11:14,MUPR,11:29,DN,15,yes,No StepBack,No StepBack,735,None
435,734,PVGW UP,11:15,MKPD,11:30,UP,15,yes,No StepBack,No StepBack,455,456
133,729,PVGW DN,11:15,KKDA DN,12:21,DN,66,no,No StepBack,No StepBack,903,904
134,701,KKDA UP,11:17,PVGW UP,12:23,UP,66,no,No StepBack,No StepBack,648,649
692,716,MUPR,11:18,KKDA UP,11:33,UP,15,yes,No StepBack,No StepBack,699,None
693,721,KKDA DN,11:19,MUPR,11:34,DN,15,yes,No StepBack,No StepBack,749,None
436,714,PVGW UP,11:20,PVGW DN,11:53,UP,33,yes,No StepBack,No StepBack,470,986
136,708,PVGW DN,11:21,KKDA DN,12:27,DN,66,no,No StepBack,No StepBack,917,918
135,726,KKDA UP,11:21,PVGW UP,12:27,UP,66,no,No StepBack,No StepBack,662,663
694,728,MUPR,11:23,KKDA UP,11:39,UP,16,yes,No StepBack,No StepBack,709,None
695,731,KKDA DN,11:24,MUPR,11:39,DN,15,yes,No StepBack,No StepBack,759,None
437,736,PVGW UP,11:25,PVGW DN,11:59,UP,34,yes,No StepBack,No StepBack,483,1000
137,710,KKDA UP,11:25,PVGW UP,12:31,UP,66,no,No StepBack,No StepBack,672,673
696,720,MUPR,11:27,KKDA UP,11:43,UP,16,yes,No StepBack,No StepBack,723,None
138,707,PVGW DN,11:28,KKDA DN,12:34,DN,66,no,No StepBack,No StepBack,931,932
697,722,KKDA DN,11:29,MUPR,11:44,DN,15,yes,No StepBack,No StepBack,773,None
139,727,KKDA UP,11:29,VND,11:36,UP,7,yes,No StepBack,No StepBack,686,688
438,719,PVGW UP,11:30,PVGW DN,12:06,UP,36,yes,No StepBack,No StepBack,497,1014
698,730,MUPR,11:33,KKDA UP,11:48,UP,15,yes,No StepBack,No StepBack,737,None
140,716,KKDA UP,11:33,PVGW UP,12:40,UP,67,no,No StepBack,No StepBack,700,701
141,717,PVGW DN,11:34,KKDA DN,12:40,DN,66,no,No StepBack,No StepBack,945,946
699,733,KKDA DN,11:34,MUPR,11:49,DN,15,yes,No StepBack,No StepBack,787,None
439,738,PVGW UP,11:36,PVGW DN,12:12,UP,36,yes,No StepBack,No StepBack,510,1028
700,721,MUPR,11:38,KKDA UP,11:53,UP,15,yes,No StepBack,No StepBack,751,None
701,723,KKDA DN,11:39,MUPR,11:55,DN,16,yes,No StepBack,No StepBack,801,None
142,728,KKDA UP,11:39,VND,11:45,UP,6,yes,No StepBack,No StepBack,710,712
143,732,PVGW DN,11:40,KKDA DN,12:46,DN,66,no,No StepBack,No StepBack,959,960
440,715,PVGW UP,11:41,PVGW DN,12:18,UP,37,yes,No StepBack,No StepBack,524,1042
702,731,MUPR,11:43,KKDA UP,11:58,UP,15,yes,No StepBack,No StepBack,761,None
144,720,KKDA UP,11:43,PVGW UP,12:49,UP,66,no,No StepBack,No StepBack,724,725
441,739,PVGW UP,11:45,SAKP,12:18,UP,33,yes,No StepBack,No StepBack,533,1052
703,735,KKDA DN,11:45,MUPR,12:00,DN,15,yes,No StepBack,No StepBack,815,None
145,702,PVGW DN,11:47,KKDA DN,12:53,DN,66,no,No StepBack,No StepBack,973,974
146,730,KKDA UP,11:48,PVGW UP,12:54,UP,66,no,No StepBack,No StepBack,738,739
704,722,MUPR,11:48,KKDA UP,12:03,UP,15,yes,No StepBack,No StepBack,775,None
442,705,PVGW UP,11:50,PVGW DN,12:25,UP,35,yes,No StepBack,No StepBack,547,1058
705,718,KKDA DN,11:50,MUPR,12:05,DN,15,yes,No StepBack,No StepBack,829,None
147,714,PVGW DN,11:53,KKDA DN,12:59,DN,66,no,No StepBack,No StepBack,987,988
706,733,MUPR,11:53,KKDA UP,12:09,UP,16,yes,No StepBack,No StepBack,789,None
148,721,KKDA UP,11:53,PVGW UP,12:59,UP,66,no,No StepBack,No StepBack,752,753
443,741,PVGW UP,11:54,MKPD,12:09,UP,15,yes,No StepBack,No StepBack,560,561
707,709,KKDA DN,11:55,MUPR,12:10,DN,15,yes,No StepBack,No StepBack,839,None
149,731,KKDA UP,11:58,PVGW UP,13:05,UP,67,no,No StepBack,No StepBack,762,763
708,723,MUPR,11:58,KKDA UP,12:14,UP,16,yes,No StepBack,No StepBack,803,None
444,712,PVGW UP,11:58,PVGW DN,12:31,UP,33,yes,No StepBack,No StepBack,575,1072
150,736,PVGW DN,11:59,KKDA DN,13:05,DN,66,no,No StepBack,No StepBack,1001,1002
709,737,KKDA DN,12:00,MUPR,12:15,DN,15,yes,No StepBack,No StepBack,853,None
445,742,PVGW UP,12:02,PVGW DN,12:37,UP,35,yes,No StepBack,No StepBack,584,1086
151,722,KKDA UP,12:03,PVGW UP,13:10,UP,67,no,No StepBack,No StepBack,776,777
710,735,MUPR,12:04,KKDA UP,12:19,UP,15,yes,No StepBack,No StepBack,817,None
711,703,KKDA DN,12:05,MUPR,12:20,DN,15,yes,No StepBack,No StepBack,867,None
446,704,PVGW UP,12:06,PVGW DN,12:44,UP,38,yes,No StepBack,No StepBack,598,1100
152,719,PVGW DN,12:06,KKDA DN,13:12,DN,66,no,No StepBack,No StepBack,1015,1016
712,718,MUPR,12:09,KKDA UP,12:24,UP,15,yes,No StepBack,No StepBack,831,None
153,733,KKDA UP,12:09,VND,12:15,UP,6,yes,No StepBack,No StepBack,790,792
447,743,PVGW UP,12:10,MKPD,12:25,UP,15,yes,No StepBack,No StepBack,611,612
713,713,KKDA DN,12:10,MUPR,12:26,DN,16,yes,No StepBack,No StepBack,881,None
154,738,PVGW DN,12:12,KKDA DN,13:18,DN,66,no,No StepBack,No StepBack,1029,1030
714,709,MUPR,12:14,KKDA UP,12:29,UP,15,yes,No StepBack,No StepBack,841,None
155,723,KKDA UP,12:14,PVGW UP,13:20,UP,66,no,No StepBack,No StepBack,804,805
448,724,PVGW UP,12:15,PVGW DN,12:50,UP,35,yes,No StepBack,No StepBack,626,1114
715,740,KKDA DN,12:16,MUPR,12:31,DN,15,yes,No StepBack,No StepBack,895,None
156,715,PVGW DN,12:18,KKDA DN,13:24,DN,66,no,No StepBack,No StepBack,1043,1044
449,744,PVGW UP,12:19,MKPD,12:34,UP,15,yes,No StepBack,No StepBack,635,636
716,737,MUPR,12:19,KKDA UP,12:34,UP,15,yes,No StepBack,No StepBack,855,None
157,735,KKDA UP,12:19,PVGW UP,13:25,UP,66,no,No StepBack,No StepBack,818,819
717,729,KKDA DN,12:21,MUPR,12:36,DN,15,yes,No StepBack,No StepBack,905,None
450,701,PVGW UP,12:23,PVGW DN,12:56,UP,33,yes,No StepBack,No StepBack,650,1128
718,703,MUPR,12:24,KKDA UP,12:40,UP,16,yes,No StepBack,No StepBack,869,None
158,718,KKDA UP,12:24,PVGW UP,13:30,UP,66,no,No StepBack,No StepBack,832,833
159,705,PVGW DN,12:25,KKDA DN,13:31,DN,66,no,No StepBack,No StepBack,1059,1060
719,708,KKDA DN,12:27,MUPR,12:42,DN,15,yes,No StepBack,No StepBack,919,None
451,726,PVGW UP,12:27,PVGW DN,13:03,UP,36,yes,No StepBack,No StepBack,664,1142
720,713,MUPR,12:29,KKDA UP,12:45,UP,16,yes,No StepBack,No StepBack,883,None
160,709,KKDA UP,12:29,PVGW UP,13:36,UP,67,no,No StepBack,No StepBack,842,843
161,712,PVGW DN,12:31,KKDA DN,13:37,DN,66,no,No StepBack,No StepBack,1073,1074
452,710,PVGW UP,12:31,PVGW DN,13:09,UP,38,yes,No StepBack,No StepBack,674,1156
721,707,KKDA DN,12:34,MUPR,12:49,DN,15,yes,No StepBack,No StepBack,933,None
162,737,KKDA UP,12:34,VND,12:41,UP,7,yes,No StepBack,No StepBack,856,858
722,740,MUPR,12:35,KKDA UP,12:50,UP,15,yes,No StepBack,No StepBack,897,None
163,742,PVGW DN,12:37,KKDA DN,13:43,DN,66,no,No StepBack,No StepBack,1087,1088
164,703,KKDA UP,12:40,PVGW UP,13:46,UP,66,no,No StepBack,No StepBack,870,871
724,717,KKDA DN,12:40,MUPR,12:55,DN,15,yes,No StepBack,No StepBack,947,None
453,716,PVGW UP,12:40,PVGW DN,13:15,UP,35,yes,No StepBack,No StepBack,702,1170
723,729,MUPR,12:40,KKDA UP,12:55,UP,15,yes,No StepBack,No StepBack,907,None
165,704,PVGW DN,12:44,KKDA DN,13:50,DN,66,no,No StepBack,No StepBack,1101,1102
166,713,KKDA UP,12:45,PVGW UP,13:51,UP,66,no,No StepBack,No StepBack,884,885
726,708,MUPR,12:46,KKDA UP,13:02,UP,16,yes,No StepBack,No StepBack,921,None
725,732,KKDA DN,12:46,MUPR,13:01,DN,15,yes,No StepBack,No StepBack,961,None
454,720,PVGW UP,12:49,PVGW DN,13:22,UP,33,yes,No StepBack,No StepBack,726,1184
168,740,KKDA UP,12:50,PVGW UP,13:56,UP,66,no,No StepBack,No StepBack,898,899
167,724,PVGW DN,12:50,KKDA DN,13:56,DN,66,no,No StepBack,No StepBack,1115,1116
728,707,MUPR,12:53,KKDA UP,13:08,UP,15,yes,No StepBack,No StepBack,935,None
727,702,KKDA DN,12:53,MUPR,13:08,DN,15,yes,No StepBack,No StepBack,975,None
455,730,PVGW UP,12:54,PVGW DN,13:28,UP,34,yes,No StepBack,No StepBack,740,1198
169,729,KKDA UP,12:55,PVGW UP,14:02,UP,67,no,No StepBack,No StepBack,908,909
170,701,PVGW DN,12:56,KKDA DN,14:02,DN,66,no,No StepBack,No StepBack,1129,1130
456,721,PVGW UP,12:59,PVGW DN,13:34,UP,35,yes,No StepBack,No StepBack,754,1212
729,714,KKDA DN,12:59,MUPR,13:14,DN,15,yes,No StepBack,No StepBack,989,None
730,717,MUPR,12:59,KKDA UP,13:14,UP,15,yes,No StepBack,No StepBack,949,None
171,708,KKDA UP,13:02,PVGW UP,14:08,UP,66,no,No StepBack,No StepBack,922,923
172,726,PVGW DN,13:03,KKDA DN,14:09,DN,66,no,No StepBack,No StepBack,1143,1144
457,731,PVGW UP,13:05,PVGW DN,13:41,UP,36,yes,No StepBack,No StepBack,764,1226
731,736,KKDA DN,13:05,MUPR,13:20,DN,15,yes,No StepBack,No StepBack,1003,None
732,732,MUPR,13:05,KKDA UP,13:21,UP,16,yes,No StepBack,No StepBack,963,None
173,707,KKDA UP,13:08,PVGW UP,14:14,UP,66,no,No StepBack,No StepBack,936,937
174,710,PVGW DN,13:09,KKDA DN,14:15,DN,66,no,No StepBack,No StepBack,1157,1158
458,722,PVGW UP,13:10,PVGW DN,13:47,UP,37,yes,No StepBack,No StepBack,778,1240
734,702,MUPR,13:12,KKDA UP,13:27,UP,15,yes,No StepBack,No StepBack,977,None
733,719,KKDA DN,13:12,MUPR,13:27,DN,15,yes,No StepBack,No StepBack,1017,None
175,717,KKDA UP,13:14,PVGW UP,14:21,UP,67,no,No StepBack,No StepBack,950,951
176,716,PVGW DN,13:15,KKDA DN,14:21,DN,66,no,No StepBack,No StepBack,1171,1172
736,714,MUPR,13:18,KKDA UP,13:33,UP,15,yes,No StepBack,No StepBack,991,None
735,738,KKDA DN,13:18,MUPR,13:33,DN,15,yes,No StepBack,No StepBack,1031,None
459,723,PVGW UP,13:20,PVGW DN,13:53,UP,33,yes,No StepBack,No StepBack,806,1254
177,732,KKDA UP,13:21,PVGW UP,14:27,UP,66,no,No StepBack,No StepBack,964,965
178,720,PVGW DN,13:22,KKDA DN,14:28,DN,66,no,No StepBack,No StepBack,1185,1186
738,715,KKDA DN,13:24,MUPR,13:39,DN,15,yes,No StepBack,No StepBack,1045,None
737,736,MUPR,13:24,KKDA UP,13:40,UP,16,yes,No StepBack,No StepBack,1005,None
460,735,PVGW UP,13:25,PVGW DN,14:00,UP,35,yes,No StepBack,No StepBack,820,1268
179,702,KKDA UP,13:27,PVGW UP,14:33,UP,66,no,No StepBack,No StepBack,978,979
180,730,PVGW DN,13:28,KKDA DN,14:34,DN,66,no,No StepBack,No StepBack,1199,1200
461,718,PVGW UP,13:30,PVGW DN,14:06,UP,36,yes,No StepBack,No StepBack,834,1282
740,705,KKDA DN,13:31,MUPR,13:46,DN,15,yes,No StepBack,No StepBack,1061,None
739,719,MUPR,13:31,KKDA UP,13:46,UP,15,yes,No StepBack,No StepBack,1019,None
181,714,KKDA UP,13:33,PVGW UP,14:40,UP,67,no,No StepBack,No StepBack,992,993
182,721,PVGW DN,13:34,KKDA DN,14:40,DN,66,no,No StepBack,No StepBack,1213,1214
462,709,PVGW UP,13:36,PVGW DN,14:12,UP,36,yes,No StepBack,No StepBack,844,1296
741,712,KKDA DN,13:37,MUPR,13:52,DN,15,yes,No StepBack,No StepBack,1075,None
742,738,MUPR,13:37,KKDA UP,13:52,UP,15,yes,No StepBack,No StepBack,1033,None
183,736,KKDA UP,13:40,PVGW UP,14:46,UP,66,no,No StepBack,No StepBack,1006,1007
184,731,PVGW DN,13:41,KKDA DN,14:47,DN,66,no,No StepBack,No StepBack,1227,1228
743,715,MUPR,13:43,KKDA UP,13:59,UP,16,yes,No StepBack,No StepBack,1047,None
744,742,KKDA DN,13:43,MUPR,13:58,DN,15,yes,No StepBack,No StepBack,1089,None
185,719,KKDA UP,13:46,PVGW UP,14:52,UP,66,no,No StepBack,No StepBack,1020,1021
463,703,PVGW UP,13:46,PVGW DN,14:19,UP,33,yes,No StepBack,No StepBack,872,1310
186,722,PVGW DN,13:47,KKDA DN,14:53,DN,66,no,No StepBack,No StepBack,1241,1242
745,705,MUPR,13:50,KKDA UP,14:05,UP,15,yes,No StepBack,No StepBack,1063,None
746,704,KKDA DN,13:50,MUPR,14:05,DN,15,yes,No StepBack,No StepBack,1103,None
464,713,PVGW UP,13:51,PVGW DN,14:25,UP,34,yes,No StepBack,No StepBack,886,1324
187,738,KKDA UP,13:52,PVGW UP,14:59,UP,67,no,No StepBack,No StepBack,1034,1035
188,723,PVGW DN,13:53,KKDA DN,14:59,DN,66,no,No StepBack,No StepBack,1255,1256
465,740,PVGW UP,13:56,PVGW DN,14:31,UP,35,yes,No StepBack,No StepBack,900,1338
748,724,KKDA DN,13:56,MUPR,14:11,DN,15,yes,No StepBack,No StepBack,1117,None
747,712,MUPR,13:56,KKDA UP,14:11,UP,15,yes,No StepBack,No StepBack,1077,None
189,715,KKDA UP,13:59,PVGW UP,15:05,UP,66,no,No StepBack,No StepBack,1048,1049
190,735,PVGW DN,14:00,KKDA DN,15:06,DN,66,no,No StepBack,No StepBack,1269,1270
466,729,PVGW UP,14:02,PVGW DN,14:38,UP,36,yes,No StepBack,No StepBack,910,1352
750,742,MUPR,14:02,KKDA UP,14:18,UP,16,yes,No StepBack,No StepBack,1091,None
749,701,KKDA DN,14:02,MUPR,14:17,DN,15,yes,No StepBack,No StepBack,1131,None
191,705,KKDA UP,14:05,PVGW UP,15:11,UP,66,no,No StepBack,No StepBack,1064,1065
192,718,PVGW DN,14:06,KKDA DN,15:12,DN,66,no,No StepBack,No StepBack,1283,1284
467,708,PVGW UP,14:08,PVGW DN,14:44,UP,36,yes,No StepBack,No StepBack,924,1366
751,704,MUPR,14:09,KKDA UP,14:24,UP,15,yes,No StepBack,No StepBack,1105,None
752,726,KKDA DN,14:09,MUPR,14:24,DN,15,yes,No StepBack,No StepBack,1145,None
193,712,KKDA UP,14:11,PVGW UP,15:18,UP,67,no,No StepBack,No StepBack,1078,1079
194,709,PVGW DN,14:12,KKDA DN,15:18,DN,66,no,No StepBack,No StepBack,1297,1298
468,707,PVGW UP,14:14,PVGW DN,14:50,UP,36,yes,No StepBack,No StepBack,938,1384
754,710,KKDA DN,14:15,MUPR,14:30,DN,15,yes,No StepBack,No StepBack,1159,None
753,724,MUPR,14:15,KKDA UP,14:30,UP,15,yes,No StepBack,No StepBack,1119,None
195,742,KKDA UP,14:18,PVGW UP,15:24,UP,66,no,No StepBack,No StepBack,1092,1093
196,703,PVGW DN,14:19,KKDA DN,15:25,DN,66,no,No StepBack,No StepBack,1311,1312
755,701,MUPR,14:20,KKDA UP,14:35,UP,15,yes,No StepBack,No StepBack,1133,None
469,717,PVGW UP,14:21,PVGW DN,14:57,UP,36,yes,No StepBack,No StepBack,952,1398
756,716,KKDA DN,14:21,MUPR,14:36,DN,15,yes,No StepBack,No StepBack,1173,None
197,704,KKDA UP,14:24,PVGW UP,15:30,UP,66,no,No StepBack,No StepBack,1106,1107
198,713,PVGW DN,14:25,KKDA DN,15:31,DN,66,no,No StepBack,No StepBack,1325,1326
757,726,MUPR,14:26,KKDA UP,14:42,UP,16,yes,No StepBack,No StepBack,1147,None
470,732,PVGW UP,14:27,PVGW DN,15:03,UP,36,yes,No StepBack,No StepBack,966,1412
758,720,KKDA DN,14:28,MUPR,14:43,DN,15,yes,No StepBack,No StepBack,1187,None
199,724,KKDA UP,14:30,PVGW UP,15:37,UP,67,no,No StepBack,No StepBack,1120,1121
200,740,PVGW DN,14:31,KKDA DN,15:37,DN,66,no,No StepBack,No StepBack,1339,1340
759,710,MUPR,14:33,KKDA UP,14:48,UP,15,yes,No StepBack,No StepBack,1161,None
471,702,PVGW UP,14:33,PVGW DN,15:09,UP,36,yes,No StepBack,No StepBack,980,1426
760,730,KKDA DN,14:34,MUPR,14:49,DN,15,yes,No StepBack,No StepBack,1201,None
201,701,KKDA UP,14:35,PVGW UP,15:42,UP,67,no,No StepBack,No StepBack,1134,1135
202,729,PVGW DN,14:38,KKDA DN,15:44,DN,66,no,No StepBack,No StepBack,1353,1354
761,716,MUPR,14:39,KKDA UP,14:54,UP,15,yes,No StepBack,No StepBack,1175,None
472,714,PVGW UP,14:40,PVGW DN,15:16,UP,36,yes,No StepBack,No StepBack,994,1443
762,721,KKDA DN,14:40,MUPR,14:55,DN,15,yes,No StepBack,No StepBack,1215,None
203,726,KKDA UP,14:42,PVGW UP,15:48,UP,66,no,No StepBack,No StepBack,1148,1149
204,708,PVGW DN,14:44,KKDA DN,15:50,DN,66,no,No StepBack,No StepBack,1367,1368
763,720,MUPR,14:45,KKDA UP,15:01,UP,16,yes,No StepBack,No StepBack,1189,None
473,736,PVGW UP,14:46,PVGW DN,15:22,UP,36,yes,No StepBack,No StepBack,1008,1457
764,731,KKDA DN,14:47,MUPR,15:02,DN,15,yes,No StepBack,No StepBack,1229,None
205,710,KKDA UP,14:48,PVGW UP,15:54,UP,66,no,No StepBack,No StepBack,1162,1163
206,707,PVGW DN,14:50,KKDA DN,15:56,DN,66,no,No StepBack,No StepBack,1385,1386
765,730,MUPR,14:52,KKDA UP,15:07,UP,15,yes,No StepBack,No StepBack,1203,None
474,719,PVGW UP,14:52,PVGW DN,15:28,UP,36,yes,No StepBack,No StepBack,1022,1471
766,722,KKDA DN,14:53,MUPR,15:08,DN,15,yes,No StepBack,No StepBack,1243,None
207,716,KKDA UP,14:54,PVGW UP,16:01,UP,67,no,No StepBack,No StepBack,1176,1177
208,717,PVGW DN,14:57,KKDA DN,16:03,DN,66,no,No StepBack,No StepBack,1399,1400
767,721,MUPR,14:58,KKDA UP,15:13,UP,15,yes,No StepBack,No StepBack,1217,None
475,738,PVGW UP,14:59,PVGW DN,15:35,UP,36,yes,No StepBack,No StepBack,1036,1485
768,723,KKDA DN,14:59,MUPR,15:14,DN,15,yes,No StepBack,No StepBack,1257,None
209,720,KKDA UP,15:01,PVGW UP,16:07,UP,66,no,No StepBack,No StepBack,1190,1191
210,732,PVGW DN,15:03,KKDA DN,16:09,DN,66,no,No StepBack,No StepBack,1413,1414
769,731,MUPR,15:04,KKDA UP,15:20,UP,16,yes,No StepBack,No StepBack,1231,None
476,715,PVGW UP,15:05,PVGW DN,15:41,UP,36,yes,No StepBack,No StepBack,1050,1499
770,735,KKDA DN,15:06,MUPR,15:21,DN,15,yes,No StepBack,No StepBack,1271,None
211,730,KKDA UP,15:07,PVGW UP,16:13,UP,66,no,No StepBack,No StepBack,1204,1205
212,702,PVGW DN,15:09,KKDA DN,16:15,DN,66,no,No StepBack,No StepBack,1427,1428
771,722,MUPR,15:11,KKDA UP,15:26,UP,15,yes,No StepBack,No StepBack,1245,None
477,705,PVGW UP,15:11,PVGW DN,15:47,UP,36,yes,No StepBack,No StepBack,1066,1516
772,718,KKDA DN,15:12,MUPR,15:27,DN,15,yes,No StepBack,No StepBack,1285,None
213,721,KKDA UP,15:13,PVGW UP,16:20,UP,67,no,No StepBack,No StepBack,1218,1219
214,714,PVGW DN,15:16,KKDA DN,16:22,DN,66,no,No StepBack,No StepBack,1444,1445
773,723,MUPR,15:17,KKDA UP,15:32,UP,15,yes,No StepBack,No StepBack,1259,None
478,712,PVGW UP,15:18,PVGW DN,15:54,UP,36,yes,No StepBack,No StepBack,1080,1534
774,709,KKDA DN,15:18,MUPR,15:33,DN,15,yes,No StepBack,No StepBack,1299,None
215,731,KKDA UP,15:20,PVGW UP,16:26,UP,66,no,No StepBack,No StepBack,1232,1233
216,736,PVGW DN,15:22,KKDA DN,16:28,DN,66,no,No StepBack,No StepBack,1458,1459
775,735,MUPR,15:23,KKDA UP,15:39,UP,16,yes,No StepBack,No StepBack,1273,None
479,742,PVGW UP,15:24,PVGW DN,16:00,UP,36,yes,No StepBack,No StepBack,1094,1548
776,703,KKDA DN,15:25,MUPR,15:40,DN,15,yes,No StepBack,No StepBack,1313,None
217,722,KKDA UP,15:26,PVGW UP,16:32,UP,66,no,No StepBack,No StepBack,1246,1247
218,719,PVGW DN,15:28,KKDA DN,16:34,DN,66,no,No StepBack,No StepBack,1472,1473
480,704,PVGW UP,15:30,PVGW DN,16:06,UP,36,yes,No StepBack,No StepBack,1108,1562
777,718,MUPR,15:30,KKDA UP,15:45,UP,15,yes,No StepBack,No StepBack,1287,None
778,713,KKDA DN,15:31,MUPR,15:46,DN,15,yes,No StepBack,No StepBack,1327,None
219,723,KKDA UP,15:32,PVGW UP,16:39,UP,67,no,No StepBack,No StepBack,1260,1261
220,738,PVGW DN,15:35,KKDA DN,16:41,DN,66,no,No StepBack,No StepBack,1486,1487
779,709,MUPR,15:36,KKDA UP,15:51,UP,15,yes,No StepBack,No StepBack,1301,None
481,724,PVGW UP,15:37,PVGW DN,16:14,UP,37,yes,No StepBack,No StepBack,1122,1579
780,740,KKDA DN,15:37,MUPR,15:52,DN,15,yes,No StepBack,No StepBack,1341,None
221,735,KKDA UP,15:39,PVGW UP,16:45,UP,66,no,No StepBack,No StepBack,1274,1275
222,715,PVGW DN,15:41,KKDA DN,16:47,DN,66,no,No StepBack,No StepBack,1500,1501
781,703,MUPR,15:42,KKDA UP,15:58,UP,16,yes,No StepBack,No StepBack,1315,None
482,701,PVGW UP,15:42,PVGW DN,16:19,UP,37,yes,No StepBack,No StepBack,1136,1593
782,729,KKDA DN,15:44,MUPR,15:59,DN,15,yes,No StepBack,No StepBack,1355,None
223,718,KKDA UP,15:45,PVGW UP,16:51,UP,66,no,No StepBack,No StepBack,1288,1289
224,705,PVGW DN,15:47,KKDA DN,16:53,DN,66,no,No StepBack,No StepBack,1517,1518
483,726,PVGW UP,15:48,PVGW DN,16:24,UP,36,yes,No StepBack,No StepBack,1150,1607
783,713,MUPR,15:49,KKDA UP,16:04,UP,15,yes,No StepBack,No StepBack,1329,None
784,708,KKDA DN,15:50,MUPR,16:05,DN,15,yes,No StepBack,No StepBack,1369,None
225,709,KKDA UP,15:51,PVGW UP,16:58,UP,67,no,No StepBack,No StepBack,1302,1303
484,710,PVGW UP,15:54,PVGW DN,16:30,UP,36,yes,No StepBack,No StepBack,1164,1621
226,712,PVGW DN,15:54,KKDA DN,17:00,DN,66,no,No StepBack,No StepBack,1535,1536
785,740,MUPR,15:55,KKDA UP,16:10,UP,15,yes,No StepBack,No StepBack,1343,None
786,707,KKDA DN,15:56,MUPR,16:11,DN,15,yes,No StepBack,No StepBack,1387,None
227,703,KKDA UP,15:58,PVGW UP,17:04,UP,66,no,No StepBack,No StepBack,1316,1317
228,742,PVGW DN,16:00,KKDA DN,17:06,DN,66,no,No StepBack,No StepBack,1549,1550
485,716,PVGW UP,16:01,PVGW DN,16:35,UP,34,yes,No StepBack,No StepBack,1178,1635
787,729,MUPR,16:01,KKDA UP,16:17,UP,16,yes,No StepBack,No StepBack,1357,None
788,717,KKDA DN,16:03,MUPR,16:18,DN,15,yes,No StepBack,No StepBack,1401,None
229,713,KKDA UP,16:04,PVGW UP,17:10,UP,66,no,No StepBack,No StepBack,1330,1331
230,704,PVGW DN,16:06,KKDA DN,17:12,DN,66,no,No StepBack,No StepBack,1563,1564
486,720,PVGW UP,16:07,PVGW DN,16:40,UP,33,yes,No StepBack,No StepBack,1192,1649
789,708,MUPR,16:08,KKDA UP,16:23,UP,15,yes,No StepBack,No StepBack,1371,None
790,732,KKDA DN,16:09,MUPR,16:24,DN,15,yes,No StepBack,No StepBack,1415,None
231,740,KKDA UP,16:10,PVGW UP,17:17,UP,67,no,No StepBack,No StepBack,1344,1345
487,730,PVGW UP,16:13,PVGW DN,16:50,UP,37,yes,No StepBack,No StepBack,1206,1672
791,707,MUPR,16:14,KKDA UP,16:29,UP,15,yes,No StepBack,No StepBack,1389,None
232,724,PVGW DN,16:14,KKDA DN,17:20,DN,66,no,No StepBack,No StepBack,1580,1581
792,702,KKDA DN,16:15,MUPR,16:30,DN,15,yes,No StepBack,No StepBack,1429,None
233,729,KKDA UP,16:17,PVGW UP,17:23,UP,66,no,No StepBack,No StepBack,1358,1359
234,701,PVGW DN,16:19,KKDA DN,17:25,DN,66,no,No StepBack,No StepBack,1594,1595
488,721,PVGW UP,16:20,PVGW DN,16:55,UP,35,yes,No StepBack,No StepBack,1220,1686
793,717,MUPR,16:20,KKDA UP,16:36,UP,16,yes,No StepBack,No StepBack,1403,None
794,714,KKDA DN,16:22,MUPR,16:37,DN,15,yes,No StepBack,No StepBack,1446,None
235,708,KKDA UP,16:23,PVGW UP,17:29,UP,66,no,No StepBack,No StepBack,1372,1373
236,726,PVGW DN,16:24,KKDA DN,17:30,DN,66,no,No StepBack,No StepBack,1608,1609
489,731,PVGW UP,16:26,PVGW DN,17:01,UP,35,yes,No StepBack,No StepBack,1234,1700
795,732,MUPR,16:27,KKDA UP,16:42,UP,15,yes,No StepBack,No StepBack,1417,None
796,736,KKDA DN,16:28,MUPR,16:43,DN,15,yes,No StepBack,No StepBack,1460,None
237,707,KKDA UP,16:29,PVGW UP,17:36,UP,67,no,No StepBack,No StepBack,1390,1391
