Service,Rake Num,Start Station,Start Time,End Station,End Time,Direction,service time,Same Jurisdiction,Step Back Rake,Step Back Location,mergedRakeNum1,mergedRakeNum2
238,710,PVGW DN,16:30,KKDA DN,17:35,DN,65,no,No StepBack,No StepBack,1622,1623
490,745,MKPD,16:31,PVGW DN,16:45,DN,14,yes,No StepBack,No StepBack,1662,1663
491,722,PVGW UP,16:32,PVGW DN,17:06,UP,34,yes,No StepBack,No StepBack,1248,1714
797,702,MUPR,16:33,KKDA UP,16:48,UP,15,yes,No StepBack,No StepBack,1431,None
798,719,KKDA DN,16:34,MUPR,16:49,DN,15,yes,No StepBack,No StepBack,1474,None
239,716,PVGW DN,16:35,KKDA DN,17:41,DN,66,no,No StepBack,No StepBack,1636,1637
240,717,KKDA UP,16:36,PVGW UP,17:42,UP,66,no,No StepBack,No StepBack,1404,1405
799,714,MUPR,16:39,KKDA UP,16:55,UP,16,yes,No StepBack,No StepBack,1448,None
492,723,PVGW UP,16:39,PVGW DN,17:16,UP,37,yes,No StepBack,No StepBack,1262,1742
241,720,PVGW DN,16:40,KKDA DN,17:46,DN,66,no,No StepBack,No StepBack,1650,1651
800,738,KKDA DN,16:41,MUPR,16:56,DN,15,yes,No StepBack,No StepBack,1488,None
242,732,KKDA UP,16:42,PVGW UP,17:48,UP,66,no,No StepBack,No StepBack,1418,1419
493,735,PVGW UP,16:45,PVGW DN,17:21,UP,36,yes,No StepBack,No StepBack,1276,1756
243,745,PVGW DN,16:45,KKDA DN,17:51,DN,66,no,No StepBack,No StepBack,1664,1665
801,736,MUPR,16:46,KKDA UP,17:01,UP,15,yes,No StepBack,No StepBack,1462,None
802,715,KKDA DN,16:47,MUPR,17:02,DN,15,yes,No StepBack,No StepBack,1502,None
244,702,KKDA UP,16:48,PVGW UP,17:55,UP,67,no,No StepBack,No StepBack,1432,1433
245,730,PVGW DN,16:50,KKDA DN,17:56,DN,66,no,No StepBack,No StepBack,1673,1674
494,718,PVGW UP,16:51,PVGW DN,17:26,UP,35,yes,No StepBack,No StepBack,1290,1770
803,719,MUPR,16:52,KKDA UP,17:07,UP,15,yes,No StepBack,No StepBack,1476,None
804,705,KKDA DN,16:53,MUPR,17:08,DN,15,yes,No StepBack,No StepBack,1519,None
247,714,KKDA UP,16:55,PVGW UP,18:01,UP,66,no,No StepBack,No StepBack,1449,1450
246,721,PVGW DN,16:55,KKDA DN,18:01,DN,66,no,No StepBack,No StepBack,1687,1688
495,746,MKPD,16:56,PVGW DN,17:11,DN,15,yes,No StepBack,No StepBack,1728,1729
496,709,PVGW UP,16:58,PVGW DN,17:32,UP,34,yes,No StepBack,No StepBack,1304,1784
805,738,MUPR,16:58,KKDA UP,17:14,UP,16,yes,No StepBack,No StepBack,1490,None
248,747,VND,16:59,PVGW UP,17:58,UP,59,no,No StepBack,No StepBack,1439,1440
806,712,KKDA DN,17:00,MUPR,17:15,DN,15,yes,No StepBack,No StepBack,1537,None
249,731,PVGW DN,17:01,KKDA DN,18:06,DN,65,no,No StepBack,No StepBack,1701,1702
250,736,KKDA UP,17:01,PVGW UP,18:07,UP,66,no,No StepBack,No StepBack,1463,1464
497,703,PVGW UP,17:04,PVGW DN,17:37,UP,33,yes,No StepBack,No StepBack,1318,1798
807,715,MUPR,17:05,KKDA UP,17:20,UP,15,yes,No StepBack,No StepBack,1504,None
808,742,KKDA DN,17:06,MUPR,17:21,DN,15,yes,No StepBack,No StepBack,1551,None
251,722,PVGW DN,17:06,KKDA DN,18:12,DN,66,no,No StepBack,No StepBack,1715,1716
252,719,KKDA UP,17:07,PVGW UP,18:14,UP,67,no,No StepBack,No StepBack,1477,1478
498,713,PVGW UP,17:10,PVGW DN,17:47,UP,37,yes,No StepBack,No StepBack,1332,1821
253,746,PVGW DN,17:11,KKDA DN,18:17,DN,66,no,No StepBack,No StepBack,1730,1731
809,705,MUPR,17:11,KKDA UP,17:26,UP,15,yes,No StepBack,No StepBack,1521,None
810,704,KKDA DN,17:12,MUPR,17:27,DN,15,yes,No StepBack,No StepBack,1565,None
254,738,KKDA UP,17:14,PVGW UP,18:20,UP,66,no,No StepBack,No StepBack,1491,1492
255,723,PVGW DN,17:16,KKDA DN,18:22,DN,66,no,No StepBack,No StepBack,1743,1744
811,712,MUPR,17:17,KKDA UP,17:33,UP,16,yes,No StepBack,No StepBack,1539,None
499,740,PVGW UP,17:17,PVGW DN,17:52,UP,35,yes,No StepBack,No StepBack,1346,1836
812,724,KKDA DN,17:20,MUPR,17:35,DN,15,yes,No StepBack,No StepBack,1582,None
256,715,KKDA UP,17:20,PVGW UP,18:26,UP,66,no,No StepBack,No StepBack,1505,1506
257,735,PVGW DN,17:21,KKDA DN,18:27,DN,66,no,No StepBack,No StepBack,1757,1758
500,729,PVGW UP,17:23,PVGW DN,17:57,UP,34,yes,No StepBack,No StepBack,1360,1850
813,742,MUPR,17:24,KKDA UP,17:39,UP,15,yes,No StepBack,No StepBack,1553,None
814,701,KKDA DN,17:25,MUPR,17:40,DN,15,yes,No StepBack,No StepBack,1596,None
258,705,KKDA UP,17:26,PVGW UP,18:33,UP,67,no,No StepBack,No StepBack,1522,1523
259,718,PVGW DN,17:26,KKDA DN,18:32,DN,66,no,No StepBack,No StepBack,1771,1772
501,748,MKPD,17:27,PVGW DN,17:42,DN,15,yes,No StepBack,No StepBack,1807,1808
502,708,PVGW UP,17:29,PVGW DN,18:03,UP,34,yes,No StepBack,No StepBack,1374,1864
816,704,MUPR,17:30,KKDA UP,17:45,UP,15,yes,No StepBack,No StepBack,1567,None
815,726,KKDA DN,17:30,MUPR,17:45,DN,15,yes,No StepBack,No StepBack,1610,None
260,749,VND,17:30,PVGW UP,18:29,UP,59,no,No StepBack,No StepBack,1508,1509
261,709,PVGW DN,17:32,KKDA DN,18:37,DN,65,no,No StepBack,No StepBack,1785,1786
262,712,KKDA UP,17:33,PVGW UP,18:39,UP,66,no,No StepBack,No StepBack,1540,1541
817,710,KKDA DN,17:35,MUPR,17:51,DN,16,yes,No StepBack,No StepBack,1624,None
503,707,PVGW UP,17:36,PVGW DN,18:13,UP,37,yes,No StepBack,No StepBack,1392,1891
263,703,PVGW DN,17:37,KKDA DN,18:43,DN,66,no,No StepBack,No StepBack,1799,1800
818,724,MUPR,17:38,KKDA UP,17:53,UP,15,yes,No StepBack,No StepBack,1584,None
264,742,KKDA UP,17:39,PVGW UP,18:45,UP,66,no,No StepBack,No StepBack,1554,1555
819,716,KKDA DN,17:41,MUPR,17:56,DN,15,yes,No StepBack,No StepBack,1638,None
504,717,PVGW UP,17:42,PVGW DN,18:18,UP,36,yes,No StepBack,No StepBack,1406,1905
265,748,PVGW DN,17:42,KKDA DN,18:48,DN,66,no,No StepBack,No StepBack,1809,1810
820,701,MUPR,17:43,KKDA UP,17:58,UP,15,yes,No StepBack,No StepBack,1598,None
266,704,KKDA UP,17:45,PVGW UP,18:52,UP,67,no,No StepBack,No StepBack,1568,1569
821,720,KKDA DN,17:46,MUPR,18:01,DN,15,yes,No StepBack,No StepBack,1652,None
267,713,PVGW DN,17:47,KKDA DN,18:53,DN,66,no,No StepBack,No StepBack,1822,1823
822,726,MUPR,17:48,KKDA UP,18:03,UP,15,yes,No StepBack,No StepBack,1612,None
505,732,PVGW UP,17:48,PVGW DN,18:23,UP,35,yes,No StepBack,No StepBack,1420,1920
823,745,KKDA DN,17:51,MUPR,18:06,DN,15,yes,No StepBack,No StepBack,1666,None
268,740,PVGW DN,17:52,KKDA DN,18:58,DN,66,no,No StepBack,No StepBack,1837,1838
824,710,MUPR,17:53,KKDA UP,18:09,UP,16,yes,No StepBack,No StepBack,1626,None
269,724,KKDA UP,17:53,PVGW UP,18:59,UP,66,no,No StepBack,No StepBack,1585,1586
506,702,PVGW UP,17:55,PVGW DN,18:28,UP,33,yes,No StepBack,No StepBack,1434,1930
270,751,VND,17:55,PVGW UP,18:54,UP,59,no,No StepBack,No StepBack,1575,1576
825,730,KKDA DN,17:56,MUPR,18:11,DN,15,yes,No StepBack,No StepBack,1675,None
271,729,PVGW DN,17:57,KKDA DN,19:03,DN,66,no,No StepBack,No StepBack,1851,1852
826,716,MUPR,17:58,KKDA UP,18:14,UP,16,yes,No StepBack,No StepBack,1640,None
272,701,KKDA UP,17:58,PVGW UP,19:05,UP,67,no,No StepBack,No StepBack,1599,1600
507,747,PVGW UP,17:58,PVGW DN,18:34,UP,36,yes,No StepBack,No StepBack,1441,1944
508,714,PVGW UP,18:01,PVGW DN,18:39,UP,38,yes,No StepBack,No StepBack,1451,1958
827,721,KKDA DN,18:01,MUPR,18:16,DN,15,yes,No StepBack,No StepBack,1689,None
273,708,PVGW DN,18:03,KKDA DN,19:08,DN,65,no,No StepBack,No StepBack,1865,1866
274,726,KKDA UP,18:03,PVGW UP,19:10,UP,67,no,No StepBack,No StepBack,1613,1614
828,720,MUPR,18:04,KKDA UP,18:19,UP,15,yes,No StepBack,No StepBack,1654,None
573,750,SAKP,18:05,PVGW DN,18:08,DN,3,yes,No StepBack,No StepBack,1877,None
829,731,KKDA DN,18:06,MUPR,18:22,DN,16,yes,No StepBack,No StepBack,1703,None
509,736,PVGW UP,18:07,PVGW DN,18:44,UP,37,yes,No StepBack,No StepBack,1465,1972
275,750,PVGW DN,18:08,KKDA DN,19:14,DN,66,no,No StepBack,No StepBack,1878,1879
276,710,KKDA UP,18:09,PVGW UP,19:15,UP,66,no,No StepBack,No StepBack,1627,1628
830,745,MUPR,18:09,KKDA UP,18:24,UP,15,yes,No StepBack,No StepBack,1667,None
831,722,KKDA DN,18:12,MUPR,18:27,DN,15,yes,No StepBack,No StepBack,1717,None
277,707,PVGW DN,18:13,KKDA DN,19:19,DN,66,no,No StepBack,No StepBack,1892,1893
278,716,KKDA UP,18:14,PVGW UP,19:20,UP,66,no,No StepBack,No StepBack,1641,1642
510,719,PVGW UP,18:14,PVGW DN,18:49,UP,35,yes,No StepBack,No StepBack,1479,1986
832,730,MUPR,18:14,KKDA UP,18:29,UP,15,yes,No StepBack,No StepBack,1677,None
833,746,KKDA DN,18:17,MUPR,18:32,DN,15,yes,No StepBack,No StepBack,1732,None
279,717,PVGW DN,18:18,KKDA DN,19:24,DN,66,no,No StepBack,No StepBack,1906,1907
834,721,MUPR,18:19,KKDA UP,18:34,UP,15,yes,No StepBack,No StepBack,1691,None
280,720,KKDA UP,18:19,PVGW UP,19:25,UP,66,no,No StepBack,No StepBack,1655,1656
511,738,PVGW UP,18:20,PVGW DN,18:54,UP,34,yes,No StepBack,No StepBack,1493,2000
835,723,KKDA DN,18:22,MUPR,18:37,DN,15,yes,No StepBack,No StepBack,1745,None
281,732,PVGW DN,18:23,KKDA DN,19:29,DN,66,no,No StepBack,No StepBack,1921,1922
836,731,MUPR,18:24,KKDA UP,18:40,UP,16,yes,No StepBack,No StepBack,1705,None
282,745,KKDA UP,18:24,PVGW UP,19:30,UP,66,no,No StepBack,No StepBack,1668,1669
512,715,PVGW UP,18:26,PVGW DN,18:59,UP,33,yes,No StepBack,No StepBack,1507,2015
837,735,KKDA DN,18:27,MUPR,18:42,DN,15,yes,No StepBack,No StepBack,1759,None
283,702,PVGW DN,18:28,KKDA DN,19:34,DN,66,no,No StepBack,No StepBack,1931,1932
838,722,MUPR,18:29,KKDA UP,18:45,UP,16,yes,No StepBack,No StepBack,1719,None
513,749,PVGW UP,18:29,PVGW DN,19:05,UP,36,yes,No StepBack,No StepBack,1510,2030
284,730,KKDA UP,18:29,PVGW UP,19:36,UP,67,no,No StepBack,No StepBack,1678,1679
839,718,KKDA DN,18:32,MUPR,18:47,DN,15,yes,No StepBack,No StepBack,1773,None
514,705,PVGW UP,18:33,PVGW DN,19:10,UP,37,yes,No StepBack,No StepBack,1524,2044
285,747,PVGW DN,18:34,KKDA DN,19:39,DN,65,no,No StepBack,No StepBack,1945,1946
286,721,KKDA UP,18:34,PVGW UP,19:41,UP,67,no,No StepBack,No StepBack,1692,1693
840,746,MUPR,18:35,KKDA UP,18:50,UP,15,yes,No StepBack,No StepBack,1733,None
841,709,KKDA DN,18:37,MUPR,18:53,DN,16,yes,No StepBack,No StepBack,1787,None
287,714,PVGW DN,18:39,KKDA DN,19:45,DN,66,no,No StepBack,No StepBack,1959,1960
515,712,PVGW UP,18:39,PVGW DN,19:15,UP,36,yes,No StepBack,No StepBack,1542,2055
288,731,KKDA UP,18:40,PVGW UP,19:46,UP,66,no,No StepBack,No StepBack,1706,1707
842,723,MUPR,18:40,KKDA UP,18:55,UP,15,yes,No StepBack,No StepBack,1747,None
843,703,KKDA DN,18:43,MUPR,18:58,DN,15,yes,No StepBack,No StepBack,1801,None
289,736,PVGW DN,18:44,KKDA DN,19:50,DN,66,no,No StepBack,No StepBack,1973,1974
844,735,MUPR,18:45,KKDA UP,19:00,UP,15,yes,No StepBack,No StepBack,1761,None
516,742,PVGW UP,18:45,PVGW DN,19:20,UP,35,yes,No StepBack,No StepBack,1556,2069
290,722,KKDA UP,18:45,PVGW UP,19:51,UP,66,no,No StepBack,No StepBack,1720,1721
845,748,KKDA DN,18:48,MUPR,19:03,DN,15,yes,No StepBack,No StepBack,1811,None
291,719,PVGW DN,18:49,KKDA DN,19:55,DN,66,no,No StepBack,No StepBack,1987,1988
292,746,KKDA UP,18:50,PVGW UP,19:56,UP,66,no,No StepBack,No StepBack,1734,1735
846,718,MUPR,18:50,KKDA UP,19:05,UP,15,yes,No StepBack,No StepBack,1775,None
517,704,PVGW UP,18:52,PVGW DN,19:25,UP,33,yes,No StepBack,No StepBack,1570,2084
847,713,KKDA DN,18:53,MUPR,19:08,DN,15,yes,No StepBack,No StepBack,1824,None
293,738,PVGW DN,18:54,KKDA DN,20:00,DN,66,no,No StepBack,No StepBack,2001,2002
518,751,PVGW UP,18:54,PVGW DN,19:30,UP,36,yes,No StepBack,No StepBack,1577,2098
294,723,KKDA UP,18:55,PVGW UP,20:01,UP,66,no,No StepBack,No StepBack,1748,1749
848,709,MUPR,18:55,KKDA UP,19:11,UP,16,yes,No StepBack,No StepBack,1789,None
849,740,KKDA DN,18:58,MUPR,19:13,DN,15,yes,No StepBack,No StepBack,1839,None
295,715,PVGW DN,18:59,KKDA DN,20:05,DN,66,no,No StepBack,No StepBack,2016,2017
519,724,PVGW UP,18:59,PVGW DN,19:36,UP,37,yes,No StepBack,No StepBack,1587,2103
850,703,MUPR,19:00,KKDA UP,19:16,UP,16,yes,No StepBack,No StepBack,1803,None
296,735,KKDA UP,19:00,PVGW UP,20:07,UP,67,no,No StepBack,No StepBack,1762,1763
851,729,KKDA DN,19:03,MUPR,19:18,DN,15,yes,No StepBack,No StepBack,1853,None
297,718,KKDA UP,19:05,PVGW UP,20:12,UP,67,no,No StepBack,No StepBack,1776,1777
520,701,PVGW UP,19:05,PVGW DN,19:41,UP,36,yes,No StepBack,No StepBack,1601,2117
298,749,PVGW DN,19:05,KKDA DN,20:10,DN,65,no,No StepBack,No StepBack,2031,2032
852,748,MUPR,19:06,KKDA UP,19:21,UP,15,yes,No StepBack,No StepBack,1812,None
853,708,KKDA DN,19:08,MUPR,19:24,DN,16,yes,No StepBack,No StepBack,1867,None
521,726,PVGW UP,19:10,PVGW DN,19:46,UP,36,yes,No StepBack,No StepBack,1615,2128
299,705,PVGW DN,19:10,KKDA DN,20:16,DN,66,no,No StepBack,No StepBack,2045,2046
854,713,MUPR,19:11,KKDA UP,19:26,UP,15,yes,No StepBack,No StepBack,1826,None
300,709,KKDA UP,19:11,PVGW UP,20:17,UP,66,no,No StepBack,No StepBack,1790,1791
855,750,KKDA DN,19:14,MUPR,19:29,DN,15,yes,No StepBack,No StepBack,1880,None
301,712,PVGW DN,19:15,KKDA DN,20:21,DN,66,no,No StepBack,No StepBack,2056,2057
522,710,PVGW UP,19:15,PVGW DN,19:51,UP,36,yes,No StepBack,No StepBack,1629,2142
856,740,MUPR,19:16,KKDA UP,19:31,UP,15,yes,No StepBack,No StepBack,1841,None
302,703,KKDA UP,19:16,PVGW UP,20:22,UP,66,no,No StepBack,No StepBack,1804,1805
857,707,KKDA DN,19:19,MUPR,19:34,DN,15,yes,No StepBack,No StepBack,1894,None
303,742,PVGW DN,19:20,KKDA DN,20:26,DN,66,no,No StepBack,No StepBack,2070,2071
523,716,PVGW UP,19:20,PVGW DN,19:56,UP,36,yes,No StepBack,No StepBack,1643,2156
304,748,KKDA UP,19:21,PVGW UP,20:27,UP,66,no,No StepBack,No StepBack,1813,1814
858,729,MUPR,19:21,KKDA UP,19:36,UP,15,yes,No StepBack,No StepBack,1855,None
859,717,KKDA DN,19:24,MUPR,19:39,DN,15,yes,No StepBack,No StepBack,1908,None
305,704,PVGW DN,19:25,KKDA DN,20:31,DN,66,no,No StepBack,No StepBack,2085,2086
524,720,PVGW UP,19:25,PVGW DN,20:01,UP,36,yes,No StepBack,No StepBack,1657,2171
860,708,MUPR,19:26,KKDA UP,19:42,UP,16,yes,No StepBack,No StepBack,1869,None
306,713,KKDA UP,19:26,PVGW UP,20:32,UP,66,no,No StepBack,No StepBack,1827,1828
861,732,KKDA DN,19:29,MUPR,19:44,DN,15,yes,No StepBack,No StepBack,1923,None
307,751,PVGW DN,19:30,VND,20:30,DN,60,no,No StepBack,No StepBack,2099,2101
525,745,PVGW UP,19:30,PVGW DN,20:07,UP,37,yes,No StepBack,No StepBack,1670,2182
862,750,MUPR,19:31,KKDA UP,19:47,UP,16,yes,No StepBack,No StepBack,1881,None
308,740,KKDA UP,19:31,PVGW UP,20:38,UP,67,no,No StepBack,No StepBack,1842,1843
863,702,KKDA DN,19:34,MUPR,19:49,DN,15,yes,No StepBack,No StepBack,1933,None
526,730,PVGW UP,19:36,PVGW DN,20:12,UP,36,yes,No StepBack,No StepBack,1680,2196
309,724,PVGW DN,19:36,KKDA DN,20:41,DN,65,no,No StepBack,No StepBack,2104,2105
310,729,KKDA UP,19:36,PVGW UP,20:43,UP,67,no,No StepBack,No StepBack,1856,1857
864,707,MUPR,19:37,KKDA UP,19:52,UP,15,yes,No StepBack,No StepBack,1896,None
865,747,KKDA DN,19:39,MUPR,19:55,DN,16,yes,No StepBack,No StepBack,1947,None
527,721,PVGW UP,19:41,PVGW DN,20:17,UP,36,yes,No StepBack,No StepBack,1694,2210
311,701,PVGW DN,19:41,KKDA DN,20:47,DN,66,no,No StepBack,No StepBack,2118,2119
312,708,KKDA UP,19:42,VND,19:48,UP,6,yes,No StepBack,No StepBack,1870,1872
866,717,MUPR,19:42,KKDA UP,19:57,UP,15,yes,No StepBack,No StepBack,1910,None
867,714,KKDA DN,19:45,MUPR,20:00,DN,15,yes,No StepBack,No StepBack,1961,None
313,726,PVGW DN,19:46,KKDA DN,20:52,DN,66,no,No StepBack,No StepBack,2129,2130
528,731,PVGW UP,19:46,PVGW DN,20:22,UP,36,yes,No StepBack,No StepBack,1708,2220
868,732,MUPR,19:47,KKDA UP,20:02,UP,15,yes,No StepBack,No StepBack,1925,None
314,750,KKDA UP,19:47,PVGW UP,20:53,UP,66,no,No StepBack,No StepBack,1882,1883
869,736,KKDA DN,19:50,MUPR,20:05,DN,15,yes,No StepBack,No StepBack,1975,None
529,722,PVGW UP,19:51,MKPD,20:06,UP,15,yes,No StepBack,No StepBack,1722,1723
315,710,PVGW DN,19:51,KKDA DN,20:57,DN,66,no,No StepBack,No StepBack,2143,2144
870,702,MUPR,19:52,KKDA UP,20:07,UP,15,yes,No StepBack,No StepBack,1935,None
316,707,KKDA UP,19:52,PVGW UP,20:58,UP,66,no,No StepBack,No StepBack,1897,1898
871,719,KKDA DN,19:55,MUPR,20:10,DN,15,yes,No StepBack,No StepBack,1989,None
530,746,PVGW UP,19:56,PVGW DN,20:29,UP,33,yes,No StepBack,No StepBack,1736,2234
317,716,PVGW DN,19:56,KKDA DN,21:02,DN,66,no,No StepBack,No StepBack,2157,2158
872,747,MUPR,19:57,KKDA UP,20:13,UP,16,yes,No StepBack,No StepBack,1949,None
318,717,KKDA UP,19:57,PVGW UP,21:03,UP,66,no,No StepBack,No StepBack,1911,1912
873,738,KKDA DN,20:00,MUPR,20:15,DN,15,yes,No StepBack,No StepBack,2003,None
319,720,PVGW DN,20:01,KKDA DN,21:07,DN,66,no,No StepBack,No StepBack,2172,2173
531,723,PVGW UP,20:01,PVGW DN,20:37,UP,36,yes,No StepBack,No StepBack,1750,2248
874,714,MUPR,20:02,KKDA UP,20:18,UP,16,yes,No StepBack,No StepBack,1963,None
320,732,KKDA UP,20:02,PVGW UP,21:09,UP,67,no,No StepBack,No StepBack,1926,1927
875,715,KKDA DN,20:05,MUPR,20:20,DN,15,yes,No StepBack,No StepBack,2018,None
321,745,PVGW DN,20:07,KKDA DN,21:12,DN,65,no,No StepBack,No StepBack,2183,2184
322,702,KKDA UP,20:07,VND,20:14,UP,7,yes,No StepBack,No StepBack,1936,1938
532,735,PVGW UP,20:07,PVGW DN,20:40,UP,33,yes,No StepBack,No StepBack,1764,2259
876,736,MUPR,20:08,KKDA UP,20:23,UP,15,yes,No StepBack,No StepBack,1977,None
877,749,KKDA DN,20:10,MUPR,20:26,DN,16,yes,No StepBack,No StepBack,2033,None
323,730,PVGW DN,20:12,KKDA DN,21:18,DN,66,no,No StepBack,No StepBack,2197,2198
533,718,PVGW UP,20:12,PVGW DN,20:44,UP,32,yes,No StepBack,No StepBack,1778,2264
878,719,MUPR,20:13,KKDA UP,20:28,UP,15,yes,No StepBack,No StepBack,1991,None
324,747,KKDA UP,20:13,PVGW UP,21:19,UP,66,no,No StepBack,No StepBack,1950,1951
879,705,KKDA DN,20:16,MUPR,20:31,DN,15,yes,No StepBack,No StepBack,2047,None
325,721,PVGW DN,20:17,KKDA DN,21:23,DN,66,no,No StepBack,No StepBack,2211,2212
534,709,PVGW UP,20:17,PVGW DN,20:52,UP,35,yes,No StepBack,No StepBack,1792,2275
880,738,MUPR,20:18,KKDA UP,20:33,UP,15,yes,No StepBack,No StepBack,2005,None
326,714,KKDA UP,20:18,VND,20:25,UP,7,yes,No StepBack,No StepBack,1964,1966
881,712,KKDA DN,20:21,MUPR,20:36,DN,15,yes,No StepBack,No StepBack,2058,None
535,703,PVGW UP,20:22,PVGW DN,20:59,UP,37,yes,No StepBack,No StepBack,1806,2304
327,731,PVGW DN,20:22,KKDA DN,21:27,DN,65,no,No StepBack,No StepBack,2221,2222
328,736,KKDA UP,20:23,PVGW UP,21:29,UP,66,no,No StepBack,No StepBack,1978,1979
882,715,MUPR,20:23,KKDA UP,20:38,UP,15,yes,No StepBack,No StepBack,2020,None
883,742,KKDA DN,20:26,MUPR,20:41,DN,15,yes,No StepBack,No StepBack,2072,None
536,748,PVGW UP,20:27,PVGW DN,21:07,UP,40,yes,No StepBack,No StepBack,1815,2323
329,719,KKDA UP,20:28,PVGW UP,21:34,UP,66,no,No StepBack,No StepBack,1992,1993
884,749,MUPR,20:28,KKDA UP,20:44,UP,16,yes,No StepBack,No StepBack,2035,None
330,746,PVGW DN,20:29,KKDA DN,21:35,DN,66,no,No StepBack,No StepBack,2235,2236
885,704,KKDA DN,20:31,MUPR,20:46,DN,15,yes,No StepBack,No StepBack,2087,None
574,713,PVGW UP,20:32,SAKP,20:35,UP,3,yes,No StepBack,No StepBack,1829,None
331,738,KKDA UP,20:33,PVGW UP,21:40,UP,67,no,No StepBack,No StepBack,2006,2007
886,705,MUPR,20:33,KKDA UP,20:49,UP,16,yes,No StepBack,No StepBack,2049,None
575,713,SAKP,20:35,SAKP 3RD,20:55,UP,20,yes,No StepBack,No StepBack,1830,None
332,723,PVGW DN,20:37,KKDA DN,21:42,DN,65,no,No StepBack,No StepBack,2249,2250
333,715,KKDA UP,20:38,PVGW UP,21:45,UP,67,no,No StepBack,No StepBack,2021,2022
537,740,PVGW UP,20:38,PVGW DN,21:14,UP,36,yes,No StepBack,No StepBack,1844,2330
887,712,MUPR,20:39,KKDA UP,20:54,UP,15,yes,No StepBack,No StepBack,2060,None
334,735,PVGW DN,20:40,VND,21:39,DN,59,no,No StepBack,No StepBack,2260,2262
888,724,KKDA DN,20:41,MUPR,20:57,DN,16,yes,No StepBack,No StepBack,2106,None
538,729,PVGW UP,20:43,PVGW DN,21:24,UP,41,yes,No StepBack,No StepBack,1858,2342
335,718,PVGW DN,20:44,KKDA DN,21:50,DN,66,no,No StepBack,No StepBack,2265,2266
336,749,KKDA UP,20:44,PVGW UP,21:50,UP,66,no,No StepBack,No StepBack,2036,2037
889,742,MUPR,20:44,KKDA UP,20:59,UP,15,yes,No StepBack,No StepBack,2074,None
890,701,KKDA DN,20:47,MUPR,21:02,DN,15,yes,No StepBack,No StepBack,2120,None
891,704,MUPR,20:49,KKDA UP,21:04,UP,15,yes,No StepBack,No StepBack,2089,None
337,705,KKDA UP,20:49,PVGW UP,21:55,UP,66,no,No StepBack,No StepBack,2050,2051
338,709,PVGW DN,20:52,KKDA DN,21:57,DN,65,no,No StepBack,No StepBack,2276,2277
892,726,KKDA DN,20:52,MUPR,21:07,DN,15,yes,No StepBack,No StepBack,2131,None
539,750,PVGW UP,20:53,MKPD,21:08,UP,15,yes,No StepBack,No StepBack,1884,1885
339,712,KKDA UP,20:54,PVGW UP,22:00,UP,66,no,No StepBack,No StepBack,2061,2062
893,710,KKDA DN,20:57,MUPR,21:12,DN,15,yes,No StepBack,No StepBack,2145,None
540,707,PVGW UP,20:58,PVGW DN,21:34,UP,36,yes,No StepBack,No StepBack,1899,2354
340,703,PVGW DN,20:59,KKDA DN,22:05,DN,66,no,No StepBack,No StepBack,2305,2306
341,742,KKDA UP,20:59,PVGW UP,22:05,UP,66,no,No StepBack,No StepBack,2075,2076
894,724,MUPR,21:00,KKDA UP,21:15,UP,15,yes,No StepBack,No StepBack,2108,None
895,716,KKDA DN,21:02,MUPR,21:17,DN,15,yes,No StepBack,No StepBack,2159,None
541,717,PVGW UP,21:03,MKPD,21:18,UP,15,yes,No StepBack,No StepBack,1913,1914
342,704,KKDA UP,21:04,VND,21:11,UP,7,yes,No StepBack,No StepBack,2090,2092
896,701,MUPR,21:04,KKDA UP,21:20,UP,16,yes,No StepBack,No StepBack,2122,None
343,748,PVGW DN,21:07,KKDA DN,22:12,DN,65,no,No StepBack,No StepBack,2324,2325
897,720,KKDA DN,21:07,MUPR,21:22,DN,15,yes,No StepBack,No StepBack,2174,None
542,732,PVGW UP,21:09,PVGW DN,21:44,UP,35,yes,No StepBack,No StepBack,1928,2363
898,726,MUPR,21:10,KKDA UP,21:25,UP,15,yes,No StepBack,No StepBack,2133,None
899,745,KKDA DN,21:12,MUPR,21:28,DN,16,yes,No StepBack,No StepBack,2185,None
344,740,PVGW DN,21:14,KKDA DN,22:20,DN,66,no,No StepBack,No StepBack,2331,2332
900,710,MUPR,21:15,KKDA UP,21:30,UP,15,yes,No StepBack,No StepBack,2147,None
345,724,KKDA UP,21:15,PVGW UP,22:21,UP,66,no,No StepBack,No StepBack,2109,2110
901,730,KKDA DN,21:18,MUPR,21:33,DN,15,yes,No StepBack,No StepBack,2199,None
543,747,PVGW UP,21:19,PVGW DN,21:54,UP,35,yes,No StepBack,No StepBack,1952,2372
346,701,KKDA UP,21:20,PVGW UP,22:26,UP,66,no,No StepBack,No StepBack,2123,2124
902,716,MUPR,21:20,KKDA UP,21:35,UP,15,yes,No StepBack,No StepBack,2161,None
903,721,KKDA DN,21:23,MUPR,21:38,DN,15,yes,No StepBack,No StepBack,2213,None
347,729,PVGW DN,21:24,KKDA DN,22:30,DN,66,no,No StepBack,No StepBack,2343,2344
904,720,MUPR,21:25,KKDA UP,21:40,UP,15,yes,No StepBack,No StepBack,2176,None
348,726,KKDA UP,21:25,PVGW UP,22:31,UP,66,no,No StepBack,No StepBack,2134,2135
905,731,KKDA DN,21:27,MUPR,21:43,DN,16,yes,No StepBack,No StepBack,2223,None
